name,price,speed,modules,color,first_word_latency,cas_latency
TEAMGROUP T-Force Dark Z 64 GB,,"43,200","2,32",Red,10,16
TEAMGROUP T-Force Delta RGB 64 GB,,"43,000","2,32",Black,10.667,16
TEAMGROUP T-Create Classic 64 GB,,"42,666","2,32",Silver,14.254,19
Klevv CRAS X RGB 8 GB,,"43,200","1,8",Black,10,16
OLOy Blade RGB 32 GB,,"43,200","2,16",Black,10,16
Silicon Power SU016GXLZU320BDAJ6 16 GB,,"43,200","2,8",Gray,10,16
Silicon Power SU032GBSFU266B22AB 32 GB,,"42,666","2,16",Black,14.254,19
Silicon Power SP016GLSTU160N22IP 16 GB,,"31,600","2,8",Green,13.75,11
Silicon Power SP008GBSFU266B02 8 GB,,"42,666","1,8",Black,14.254,19
Silicon Power SP032GBSFU266F22 32 GB,,"42,800","2,16",Black,13.571,19
OLOy Blade RGB 32 GB,,"43,600","2,16",Silver,8.889,16
Kingston HyperX Predator RGB 16 GB,,"43,600","2,8",Black / Silver,9.444,17
G.Skill Ripjaws S5 32 GB,,"55,200","2,16",Black,15.385,40
G.Skill Trident Z5 32 GB,,"55,600","2,16",Black / Silver,12.857,36
G.Skill Trident Z5 32 GB,,"56,000","2,16",Silver / Black,13.333,40
OLOy Blade 32 GB,,"44,000","2,16",Black,9,18
Acer Predator Apollo RGB 16 GB,,"43,600","2,8",Silver / Black,10,18
Acer Predator Apollo RGB 16 GB,,"43,600","2,8",Silver / Black,7.778,14
Acer Predator Apollo RGB 16 GB,,"44,000","2,8",Silver / Black,8.5,17
Acer Predator Apollo RGB 32 GB,,"43,600","2,16",Silver / Black,10,18
Acer Predator Apollo RGB 64 GB,,"43,200","2,32",Silver / Black,10,16
Acer Predator Talos 16 GB,,"43,000","2,8",White / Black,10.667,16
Acer Predator Talos 8 GB,,"43,000","1,8",White / Black,10.667,16
Acer Predator Talos 8 GB,,"43,200","1,8",White / Black,10,16
Acer Predator Talos 8 GB,,"43,200","1,8",White / Black,8.75,14
Acer Predator Talos 8 GB,,"43,600","1,8",White / Black,10,18
Acer Predator Talos 8 GB,,"43,600","1,8",White / Black,8.889,16
Acer Predator Talos 16 GB,,"42,666","2,8",White / Black,13.503,18
Acer Predator Talos 16 GB,,"43,000","1,16",White / Black,10.667,16
Acer Predator Talos 16 GB,,"43,200","2,8",White / Black,10,16
Acer Predator Talos 16 GB,,"43,200","2,8",White / Black,8.75,14
Acer Predator Talos 16 GB,,"43,600","1,16",White / Black,10,18
Acer Predator Talos 32 GB,,"43,000","2,16",White / Black,10.667,16
Acer Predator Talos 32 GB,,"43,200","1,32",White / Black,10,16
Acer Predator Talos 32 GB,,"43,200","2,16",White / Black,8.75,14
Acer Predator Talos 32 GB,,"43,600","2,16",White / Black,10,18
Acer Predator Talos 32 GB,,"43,600","2,16",White / Black,8.889,16
Acer Predator Talos 64 GB,,"43,200","2,32",White / Black,10,16
G.Skill Trident Z Royal Elite 16 GB,,"43,600","2,8",Gold,7.778,14
G.Skill Trident Z Royal Elite 32 GB,,"43,600","2,16",Gold,8.889,16
G.Skill Trident Z Royal Elite 16 GB,,"44,800","2,8",Gold,7.917,19
G.Skill Trident Z Royal Elite 16 GB,,"44,600","2,8",Silver,8.696,20
G.Skill Trident Z Royal Elite 16 GB,,"44,600","2,8",Gold,8.696,20
G.Skill Trident Z Royal 16 GB,,"44,400","2,8",Silver,8.182,18
G.Skill Trident Z Royal 16 GB,,"44,400","2,8",Gold,7.727,17
G.Skill Trident Z Royal 64 GB,,"43,600","4,16",Gold,7.778,14
G.Skill F4-3600C14Q2-128GTRGA 128 GB,,"43,600","8,16",Gold,7.778,14
G.Skill F4-3600C14Q2-128GTRSA 128 GB,,"43,600","8,16",Silver,7.778,14
G.Skill Trident Z Royal 32 GB,,"44,600","2,16",Gold,8.696,20
G.Skill Trident Z Royal 16 GB,,"44,266","2,8",Gold,8.908,19
G.Skill Trident Z Royal 64 GB,,"44,266","2,32",Gold,8.908,19
G.Skill Trident Z Royal 32 GB,,"44,266","2,16",Silver,8.908,19
G.Skill Trident Z Royal 16 GB,,"44,000","2,8",Silver,8,16
G.Skill Trident Z Royal 16 GB,,"44,800","2,8",Silver,7.083,17
G.Skill Trident Z Royal 16 GB,,"44,800","2,8",Gold,7.917,19
G.Skill Trident Z Royal Elite 128 GB,,"43,600","8,16",Gold,7.778,14
G.Skill Trident Z Royal 256 GB,,"42,666","8,32",Gold,14.254,19
G.Skill Trident Z Royal 256 GB,,"42,666","8,32",Silver,14.254,19
G.Skill Trident Z Royal 64 GB,,"42,666","2,32",Silver,14.254,19
G.Skill Trident Z Royal 16 GB,,"44,600","2,8",Silver,8.261,19
G.Skill Trident Z Royal 32 GB,,"44,266","2,16",Gold,8.908,19
G.Skill Trident Z Royal 64 GB,,"43,600","8,8",Gold,7.778,14
G.Skill Trident Z Neo 128 GB,,"43,600","8,16",Black / White,7.778,14
G.Skill Trident Z Neo 64 GB,,"43,600","8,8",Black / White,7.778,14
Corsair Dominator Platinum RGB 16 GB,,"44,000","2,8",Black,8,16
Corsair Vengeance LPX 16 GB,,"44,000","2,8",Red,9,18
Kingston FURY 32 GB,,"42,666","2,16",Black,12.003,16
Kingston FURY 64 GB,,"42,400","4,16",Black,12.5,15
Kingston FURY 32 GB,,"43,466","2,16",Black,9.81,17
GeIL Orion RGB AMD Edition 32 GB,,"42,666","1,32",Red,14.254,19
GeIL Orion RGB AMD Edition 16 GB,,"42,666","1,16",Red,14.254,19
GeIL Orion RGB AMD Edition 8 GB,,"42,666","1,8",Red,14.254,19
GeIL Orion RGB AMD Edition 8 GB,,"43,000","1,8",Red,10.667,16
GeIL Orion RGB AMD Edition 16 GB,,"43,000","1,16",Red,10.667,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","1,32",Red,10,16
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Red,10,16
GeIL Orion RGB AMD Edition 8 GB,,"43,200","1,8",Red,10,16
GeIL Orion RGB AMD Edition 8 GB,,"43,200","1,8",Red,10,16
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Red,10,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","1,32",Red,13.75,22
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Red,13.75,22
GeIL Orion RGB AMD Edition 8 GB,,"43,200","1,8",Red,13.75,22
GeIL Orion RGB AMD Edition 32 GB,,"43,200","1,32",Red,11.25,18
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Red,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"43,200","1,32",Red,11.25,18
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Red,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"44,000","1,32",Red,9,18
GeIL Orion RGB AMD Edition 16 GB,,"44,066","1,16",Red,8.854,18
GeIL Orion RGB AMD Edition 8 GB,,"44,000","1,8",Red,9,18
GeIL Orion RGB AMD Edition 32 GB,,"43,600","1,32",Red,10,18
GeIL Orion RGB AMD Edition 16 GB,,"43,600","1,16",Red,10,18
GeIL Orion RGB AMD Edition 8 GB,,"43,600","1,8",Red,10,18
GeIL Orion RGB AMD Edition 16 GB,,"43,600","1,16",Red,10,18
GeIL Orion RGB AMD Edition 32 GB,,"42,666","1,32",Gray,14.254,19
GeIL Orion RGB AMD Edition 8 GB,,"42,666","1,8",Gray,14.254,19
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Gray,10,16
GeIL Orion RGB AMD Edition 8 GB,,"43,200","1,8",Gray,10,16
GeIL Orion RGB AMD Edition 8 GB,,"43,000","1,8",Gray,10.667,16
GeIL Orion RGB AMD Edition 8 GB,,"43,200","1,8",Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","1,32",Gray,10,16
GeIL Orion RGB AMD Edition 8 GB,,"43,200","1,8",Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","1,32",Gray,11.25,18
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Gray,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"43,200","1,32",Gray,11.25,18
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Gray,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"43,200","1,32",Gray,13.75,22
GeIL Orion RGB AMD Edition 16 GB,,"43,200","1,16",Gray,13.75,22
GeIL Orion RGB AMD Edition 8 GB,,"43,200","1,8",Gray,13.75,22
GeIL Orion RGB AMD Edition 16 GB,,"44,000","1,16",Gray,9,18
GeIL Orion RGB AMD Edition 8 GB,,"44,000","1,8",Gray,9,18
GeIL Orion RGB AMD Edition 32 GB,,"43,600","1,32",Gray,10,18
GeIL Orion RGB AMD Edition 16 GB,,"43,600","1,16",Gray,10,18
GeIL Orion RGB AMD Edition 8 GB,,"43,600","1,8",Gray,10,18
GeIL Orion RGB AMD Edition 16 GB,,"43,600","2,8",Red,10,18
GeIL Orion RGB AMD Edition 32 GB,,"43,200","2,16",Red,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"43,000","2,16",Red,10.667,16
GeIL Orion RGB AMD Edition 64 GB,,"42,666","2,32",Red,14.254,19
GeIL Orion RGB AMD Edition 32 GB,,"42,666","2,16",Red,14.254,19
GeIL Orion RGB AMD Edition 16 GB,,"42,666","2,8",Red,14.254,19
GeIL Orion RGB AMD Edition 64 GB,,"43,200","2,32",Red,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"43,200","2,16",Red,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"43,200","2,32",Red,11.25,18
GeIL Orion RGB AMD Edition 16 GB,,"43,200","2,8",Red,13.75,22
GeIL Orion RGB AMD Edition 64 GB,,"43,200","2,32",Red,13.75,22
GeIL Orion RGB AMD Edition 32 GB,,"43,200","2,16",Red,13.75,22
GeIL Orion RGB AMD Edition 64 GB,,"43,200","2,32",Red,10,16
GeIL Orion RGB AMD Edition 16 GB,,"42,666","2,8",Red,12.003,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","2,16",Red,10,16
GeIL Orion RGB AMD Edition 16 GB,,"43,200","2,8",Red,10,16
GeIL Orion RGB AMD Edition 16 GB,,"44,000","2,8",Red,8,16
GeIL Orion RGB AMD Edition 64 GB,,"43,600","2,32",Red,10,18
GeIL Orion RGB AMD Edition 32 GB,,"43,600","2,16",Red,10,18
GeIL Orion RGB AMD Edition 16 GB,,"44,400","2,8",Red,8.636,19
GeIL Orion RGB AMD Edition 16 GB,,"44,400","2,8",Red,8.182,18
GeIL Orion RGB AMD Edition 32 GB,,"44,266","2,16",Red,8.439,18
GeIL Orion RGB AMD Edition 16 GB,,"44,266","2,8",Red,8.439,18
GeIL Orion RGB AMD Edition 64 GB,,"44,000","2,32",Red,9,18
GeIL Orion RGB AMD Edition 32 GB,,"44,000","2,16",Red,9,18
GeIL Orion RGB AMD Edition 16 GB,,"44,000","2,8",Red,9,18
GeIL Orion RGB AMD Edition 64 GB,,"42,666","2,32",Gray,14.254,19
GeIL Orion RGB AMD Edition 32 GB,,"42,666","2,16",Gray,14.254,19
GeIL Orion RGB AMD Edition 16 GB,,"42,666","2,8",Gray,14.254,19
GeIL Orion RGB AMD Edition 64 GB,,"43,200","2,32",Gray,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"43,200","2,16",Gray,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"43,200","2,32",Gray,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"43,200","2,16",Gray,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"43,200","2,32",Gray,10,16
GeIL Orion RGB AMD Edition 16 GB,,"43,200","2,8",Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","2,16",Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"43,000","2,16",Gray,10.667,16
GeIL Orion RGB AMD Edition 16 GB,,"43,000","2,8",Gray,10.667,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","2,16",Gray,13.75,22
GeIL Orion RGB AMD Edition 64 GB,,"44,000","2,32",Gray,9,18
GeIL Orion RGB AMD Edition 32 GB,,"44,000","2,16",Gray,9,18
GeIL Orion RGB AMD Edition 16 GB,,"44,000","2,8",Gray,8,16
GeIL Orion RGB AMD Edition 64 GB,,"43,600","2,32",Gray,10,18
GeIL Orion RGB AMD Edition 32 GB,,"43,600","2,16",Gray,10,18
GeIL Orion RGB AMD Edition 16 GB,,"43,600","2,8",Gray,10,18
GeIL Orion RGB AMD Edition 16 GB,,"44,400","2,8",Gray,8.636,19
GeIL Orion RGB AMD Edition 16 GB,,"44,400","2,8",Gray,8.182,18
GeIL Orion RGB AMD Edition 32 GB,,"44,266","2,16",Gray,8.439,18
GeIL Orion RGB AMD Edition 16 GB,,"44,266","2,8",Gray,8.439,18
GeIL Orion RGB AMD Edition 32 GB,,"42,666","4,8",Red,14.254,19
GeIL Orion RGB AMD Edition 64 GB,,"42,666","4,16",Red,14.254,19
GeIL Orion RGB AMD Edition 128 GB,,"42,666","4,32",Red,14.254,19
GeIL Orion RGB AMD Edition 32 GB,,"43,000","4,8",Red,10.667,16
GeIL Orion RGB AMD Edition 64 GB,,"43,000","4,16",Red,10.667,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","4,8",Red,10,16
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Red,10,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","4,8",Red,10,16
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Red,10,16
GeIL Orion RGB AMD Edition 128 GB,,"43,200","4,32",Red,10,16
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Red,11.25,18
GeIL Orion RGB AMD Edition 128 GB,,"43,200","4,32",Red,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Red,11.25,18
GeIL Orion RGB AMD Edition 128 GB,,"43,200","4,32",Red,11.25,18
GeIL Orion RGB AMD Edition 32 GB,,"43,200","4,8",Red,13.75,22
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Red,13.75,22
GeIL Orion RGB AMD Edition 128 GB,,"43,200","4,32",Red,13.75,22
GeIL Orion RGB AMD Edition 32 GB,,"43,600","4,8",Red,10,18
GeIL Orion RGB AMD Edition 64 GB,,"43,600","4,16",Red,10,18
GeIL Orion RGB AMD Edition 128 GB,,"43,600","4,32",Red,10,18
GeIL Orion RGB AMD Edition 32 GB,,"44,000","4,8",Red,9,18
GeIL Orion RGB AMD Edition 32 GB,,"44,000","4,8",Gray,9,18
GeIL Orion RGB AMD Edition 128 GB,,"43,600","4,32",Gray,10,18
GeIL Orion RGB AMD Edition 64 GB,,"43,600","4,16",Gray,10,18
GeIL Orion RGB AMD Edition 32 GB,,"43,600","4,8",Gray,10,18
GeIL Orion RGB AMD Edition 128 GB,,"43,200","4,32",Gray,13.75,22
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Gray,13.75,22
GeIL Orion RGB AMD Edition 32 GB,,"43,200","4,8",Gray,13.75,22
GeIL Orion RGB AMD Edition 128 GB,,"43,200","4,32",Gray,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Gray,11.25,18
GeIL Orion RGB AMD Edition 128 GB,,"43,200","4,32",Gray,11.25,18
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Gray,11.25,18
GeIL Orion RGB AMD Edition 128 GB,,"43,200","4,32",Gray,10,16
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","4,8",Gray,10,16
GeIL Orion RGB AMD Edition 64 GB,,"43,200","4,16",Gray,10,16
GeIL Orion RGB AMD Edition 32 GB,,"43,200","4,8",Gray,10,16
GeIL Orion RGB AMD Edition 64 GB,,"43,000","4,16",Gray,10.667,16
GeIL Orion RGB AMD Edition 32 GB,,"43,000","4,8",Gray,10.667,16
GeIL Orion RGB AMD Edition 128 GB,,"42,666","4,32",Gray,14.254,19
GeIL Orion RGB AMD Edition 64 GB,,"42,666","4,16",Gray,14.254,19
GeIL Orion RGB AMD Edition 32 GB,,"42,666","4,8",Gray,14.254,19
GeIL Orion AMD Edition 16 GB,,"42,666","2,8",Red,14.254,19
GeIL Orion AMD Edition 64 GB,,"42,666","2,32",Red,14.254,19
GeIL Orion AMD Edition 32 GB,,"42,666","2,16",Red,14.254,19
GeIL Orion AMD Edition 16 GB,,"43,000","2,8",Red,10.667,16
GeIL Orion AMD Edition 64 GB,,"43,200","2,32",Red,10,16
GeIL Orion AMD Edition 32 GB,,"43,200","2,16",Red,10,16
GeIL Orion AMD Edition 16 GB,,"43,200","2,8",Red,10,16
GeIL Orion AMD Edition 64 GB,,"43,200","2,32",Red,13.75,22
GeIL Orion AMD Edition 32 GB,,"43,200","2,16",Red,13.75,22
GeIL Orion AMD Edition 16 GB,,"43,200","2,8",Red,13.75,22
GeIL Orion AMD Edition 32 GB,,"43,600","2,16",Red,10,18
GeIL Orion AMD Edition 64 GB,,"43,600","2,32",Red,10,18
GeIL Orion AMD Edition 32 GB,,"43,600","2,16",Red,10,18
GeIL Orion AMD Edition 16 GB,,"44,000","2,8",Red,8,16
GeIL Orion AMD Edition 64 GB,,"44,000","2,32",Red,9,18
GeIL Orion AMD Edition 32 GB,,"44,000","2,16",Red,9,18
GeIL Orion AMD Edition 16 GB,,"44,000","2,8",Red,9,18
GeIL Orion AMD Edition 16 GB,,"44,400","2,8",Red,8.182,18
GeIL Orion AMD Edition 32 GB,,"44,266","2,16",Red,8.439,18
GeIL Orion AMD Edition 16 GB,,"44,266","2,8",Red,8.439,18
GeIL Orion AMD Edition 64 GB,,"42,666","2,32",Gray,14.254,19
GeIL Orion AMD Edition 32 GB,,"42,666","2,16",Gray,14.254,19
GeIL Orion AMD Edition 16 GB,,"42,666","2,8",Gray,14.254,19
GeIL Orion AMD Edition 32 GB,,"43,000","2,16",Gray,10.667,16
GeIL Orion AMD Edition 64 GB,,"43,200","2,32",Gray,10,16
GeIL Orion AMD Edition 32 GB,,"43,200","2,16",Gray,10,16
GeIL Orion AMD Edition 64 GB,,"43,200","2,32",Gray,13.75,22
GeIL Orion AMD Edition 32 GB,,"43,200","2,16",Gray,13.75,22
GeIL Orion AMD Edition 16 GB,,"43,200","2,8",Gray,13.75,22
GeIL Orion AMD Edition 32 GB,,"43,600","2,16",Gray,10,18
GeIL Orion AMD Edition 64 GB,,"43,600","2,32",Gray,10,18
GeIL Orion AMD Edition 16 GB,,"44,000","2,8",Gray,8,16
GeIL Orion AMD Edition 16 GB,,"44,000","2,8",Gray,9,18
GeIL Orion AMD Edition 32 GB,,"44,000","2,16",Gray,9,18
GeIL Orion AMD Edition 64 GB,,"44,000","2,32",Gray,9,18
GeIL Orion AMD Edition 16 GB,,"44,266","2,8",Gray,8.439,18
GeIL EVO Potenza AMD Edition 8 GB,,"42,133","2,4",Black,14.065,15
GeIL EVO Potenza AMD Edition 32 GB,,"42,133","2,16",Black,14.065,15
GeIL EVO Potenza AMD Edition 32 GB,,"42,400","2,16",Black,13.333,16
GeIL EVO Potenza AMD Edition 32 GB,,"42,666","2,16",Black,12.003,16
GeIL EVO Potenza AMD Edition 32 GB,,"42,666","2,16",Black,14.254,19
GeIL EVO Potenza AMD Edition 8 GB,,"42,666","2,4",Black,14.254,19
GeIL EVO Potenza AMD Edition 16 GB,,"43,000","2,8",Black,9.333,14
GeIL EVO Potenza AMD Edition 8 GB,,"43,000","2,4",Black,9.333,14
GeIL EVO Potenza AMD Edition 8 GB,,"43,000","2,4",Black,10.667,16
GeIL EVO Potenza AMD Edition 64 GB,,"43,200","2,32",Black,11.25,18
GeIL EVO Potenza AMD Edition 16 GB,,"43,600","2,8",Black,7.778,14
GeIL EVO Potenza AMD Edition 8 GB,,"43,600","2,4",Black,8.889,16
GeIL EVO Potenza AMD Edition 16 GB,,"43,600","2,8",Black,8.889,16
GeIL EVO Potenza AMD Edition 32 GB,,"43,600","2,16",Black,10,18
GeIL EVO Potenza AMD Edition 8 GB,,"43,600","2,4",Black,10,18
GeIL EVO Potenza AMD Edition 16 GB,,"43,600","2,8",Black,10,18
GeIL EVO Potenza AMD Edition 32 GB,,"43,600","2,16",Black,10,18
GeIL EVO Potenza AMD Edition 64 GB,,"43,600","2,32",Black,10,18
GeIL EVO Potenza AMD Edition 8 GB,,"44,000","2,4",Black,9,18
GeIL EVO Potenza AMD Edition 16 GB,,"44,000","2,8",Black,9,18
GeIL EVO Potenza AMD Edition 8 GB,,"42,400","2,4",Red,13.333,16
GeIL EVO Potenza AMD Edition 16 GB,,"42,133","2,8",Red,14.065,15
GeIL EVO Potenza AMD Edition 8 GB,,"42,133","2,4",Red,14.065,15
GeIL EVO Potenza AMD Edition 32 GB,,"42,400","2,16",Red,13.333,16
GeIL EVO Potenza AMD Edition 16 GB,,"42,400","2,8",Red,14.167,17
GeIL EVO Potenza AMD Edition 8 GB,,"42,400","2,4",Red,14.167,17
GeIL EVO Potenza AMD Edition 32 GB,,"42,666","2,16",Red,12.003,16
GeIL EVO Potenza AMD Edition 16 GB,,"42,666","2,8",Red,12.003,16
GeIL EVO Potenza AMD Edition 8 GB,,"42,666","2,4",Red,12.003,16
GeIL EVO Potenza AMD Edition 8 GB,,"43,000","2,4",Red,10.667,16
GeIL EVO Potenza AMD Edition 32 GB,,"43,200","2,16",Red,10,16
GeIL EVO Potenza AMD Edition 8 GB,,"43,200","2,4",Red,10,16
GeIL EVO Potenza AMD Edition 32 GB,,"42,666","2,16",Red,14.254,19
GeIL EVO Potenza AMD Edition 16 GB,,"42,666","2,8",Red,14.254,19
GeIL EVO Potenza AMD Edition 8 GB,,"42,666","2,4",Red,14.254,19
GeIL EVO Potenza AMD Edition 16 GB,,"43,000","2,8",Red,9.333,14
GeIL EVO Potenza AMD Edition 8 GB,,"43,000","2,4",Red,9.333,14
GeIL EVO Potenza AMD Edition 16 GB,,"43,600","2,8",Red,7.778,14
GeIL EVO Potenza AMD Edition 8 GB,,"43,600","2,4",Red,7.778,14
GeIL EVO Potenza AMD Edition 64 GB,,"43,200","2,32",Red,11.25,18
GeIL EVO Potenza AMD Edition 32 GB,,"43,200","2,16",Red,10,16
GeIL EVO Potenza AMD Edition 16 GB,,"43,600","2,8",Red,8.889,16
GeIL EVO Potenza AMD Edition 8 GB,,"43,600","2,4",Red,8.889,16
GeIL EVO Potenza AMD Edition 32 GB,,"43,600","2,16",Red,10,18
GeIL EVO Potenza AMD Edition 8 GB,,"43,600","2,4",Red,10,18
GeIL EVO Potenza AMD Edition 32 GB,,"43,600","2,16",Red,10,18
GeIL EVO Potenza AMD Edition 64 GB,,"43,600","2,32",Red,10,18
GeIL EVO Potenza AMD Edition 8 GB,,"44,000","2,4",Red,9,18
GeIL EVO Potenza AMD Edition 16 GB,,"44,000","2,8",Red,9,18
GeIL Polaris RGB 8 GB,,"54,800","1,8",Red,16.667,40
GeIL Polaris RGB 16 GB,,"54,800","1,16",Red,16.667,40
GeIL Polaris RGB 32 GB,,"54,800","1,32",Red,16.667,40
GeIL Polaris RGB 32 GB,,"54,800","1,32",Gray,16.667,40
GeIL Polaris RGB 16 GB,,"54,800","1,16",Gray,16.667,40
GeIL Polaris RGB 8 GB,,"54,800","1,8",Gray,16.667,40
GeIL Polaris RGB 32 GB,,"54,800","1,32",White,16.667,40
GeIL Polaris RGB 16 GB,,"54,800","1,16",White,16.667,40
GeIL Polaris RGB 8 GB,,"54,800","1,8",White,16.667,40
GeIL Polaris RGB 16 GB,,"54,800","2,8",Red,16.667,40
GeIL Polaris RGB 64 GB,,"54,800","2,32",Red,16.667,40
GeIL Polaris RGB 16 GB,,"54,800","2,8",Gray,16.667,40
GeIL Polaris RGB 64 GB,,"54,800","2,32",Gray,16.667,40
GeIL Polaris RGB 16 GB,,"55,200","1,16",Gray,13.077,34
GeIL Polaris RGB 16 GB,,"55,200","1,16",White,13.077,34
GeIL Polaris RGB 32 GB,,"55,200","2,16",White,13.077,34
GeIL Polaris RGB 16 GB,,"55,600","1,16",Gray,13.571,38
GeIL Polaris RGB 32 GB,,"55,600","2,16",Red,13.571,38
Kingston Fury Renegade RGB 64 GB,,"43,200","4,16",Black / Silver,10,16
Addlink Spider 4 16 GB,,"43,200","1,16",Black,10,16
Addlink Spider 4 8 GB,,"43,600","1,8",Black,10,18
Addlink Spider 4 16 GB,,"43,600","1,16",Black,10,18
Addlink Spider 4 16 GB,,"43,600","2,8",Black,10,18
Addlink Spider 4 32 GB,,"43,600","2,16",Black,10,18
Addlink Spider X4 8 GB,,"43,200","1,8",Black,10,16
Addlink Spider X4 16 GB,,"43,200","1,16",Black,10,16
Addlink Spider X4 8 GB,,"43,600","1,8",Black,10,18
Addlink Spider X4 16 GB,,"43,600","1,16",Black,10,18
Addlink Spider X4 16 GB,,"43,600","2,8",Black,10,18
Addlink Spider N4 8 GB,,"43,200","1,8",Green / Black,13.75,22
Addlink Spider N4 16 GB,,"43,200","1,16",Green / Black,13.75,22
Addlink Spider N4 32 GB,,"43,200","1,32",Green / Black,13.75,22
Addlink Spider N4 16 GB,,"43,200","2,8",Green / Black,13.75,22
Addlink Spider N4 32 GB,,"43,200","2,16",Green / Black,13.75,22
Addlink Spider N4 64 GB,,"43,200","2,32",Green / Black,13.75,22
TEAMGROUP T-Force Vulcan Z 32 GB,,"42,666","1,32",Red,13.503,18
TEAMGROUP T-Force Vulcan Z 32 GB,,"43,000","1,32",Red,10.667,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"43,000","1,16",Red,10.667,16
TEAMGROUP T-Force Vulcan Z 8 GB,,"43,600","1,8",Red,11.111,20
TEAMGROUP T-Force Vulcan Z 32 GB,,"42,666","1,32",Gray,13.503,18
TEAMGROUP T-Force Vulcan Z 32 GB,,"43,000","1,32",Gray,10.667,16
TEAMGROUP T-Force Vulcan Z 64 GB,,"42,666","2,32",Red,13.503,18
TEAMGROUP T-Force Vulcan Z 64 GB,,"43,000","2,32",Red,10.667,16
TEAMGROUP T-Force Vulcan Z 64 GB,,"43,200","2,32",Red,10,16
TEAMGROUP T-Force Vulcan Z 64 GB,,"43,000","2,32",Gray,10.667,16
TEAMGROUP T-Force Vulcan Z 32 GB,,"43,000","2,16",Gray,10.667,16
TEAMGROUP T-Force Vulcan Z 16 GB,,"43,600","2,8",Red,11.111,20
TEAMGROUP T-Force Delta RGB 8 GB,,"42,666","1,8",Black,12.003,16
TEAMGROUP T-Force Delta RGB 16 GB,,"42,666","1,16",Black,12.003,16
TEAMGROUP T-Force Delta RGB 8 GB,,"42,666","1,8",White,12.003,16
TEAMGROUP T-Force Delta RGB 16 GB,,"42,666","1,16",White,12.003,16
TEAMGROUP T-Force Delta RGB 16 GB,,"42,666","2,8",Black,12.003,16
TEAMGROUP T-Force Delta RGB 32 GB,,"42,666","2,16",Black,12.003,16
TEAMGROUP T-Force Delta RGB 32 GB,,"42,666","1,32",Black,13.503,18
TEAMGROUP T-Force Delta RGB 64 GB,,"42,666","2,32",Black,13.503,18
TEAMGROUP T-Force Delta RGB 64 GB,,"42,666","2,32",White,13.503,18
TEAMGROUP T-Force Delta RGB 32 GB,,"42,666","1,32",White,13.503,18
TEAMGROUP T-Force Delta RGB 32 GB,,"43,000","1,32",Black,10.667,16
TEAMGROUP T-Force Delta RGB 16 GB,,"43,000","1,16",Black,10.667,16
TEAMGROUP T-Force Delta RGB 8 GB,,"43,000","1,8",White,10.667,16
TEAMGROUP T-Force Delta RGB 32 GB,,"43,200","1,32",White,10,16
TEAMGROUP T-Force Delta RGB 32 GB,,"43,000","1,32",White,10.667,16
TEAMGROUP T-Force Delta RGB 16 GB,,"43,000","1,16",White,10.667,16
